stateName,vehicleType,pollutant (g/mi),,EF_2023
ALASKA,"Light Commercial Truck, Diesel",VOC,,0.067
ARIZONA,"Light Commercial Truck, Diesel",VOC,,0.010
ARKANSAS,"Light Commercial Truck, Diesel",VOC,,0.024
CALIFORNIA,"Light Commercial Truck, Diesel",VOC,,0.025
COLORADO,"Light Commercial Truck, Diesel",VOC,,0.043
CONNECTICUT,"Light Commercial Truck, Diesel",VOC,,0.042
DELAWARE,"Light Commercial Truck, Diesel",VOC,,0.034
DISTRICT OF COLUMBIA,"Light Commercial Truck, Diesel",VOC,,0.034
FLORIDA,"Light Commercial Truck, Diesel",VOC,,0.010
GEORGIA,"Light Commercial Truck, Diesel",VOC,,0.023
HAWAII,"Light Commercial Truck, Diesel",VOC,,0.010
IDAHO,"Light Commercial Truck, Diesel",VOC,,0.043
ILLINOIS,"Light Commercial Truck, Diesel",VOC,,0.041
INDIANA,"Light Commercial Truck, Diesel",VOC,,0.039
IOWA,"Light Commercial Truck, Diesel",VOC,,0.042
KANSAS,"Light Commercial Truck, Diesel",VOC,,0.033
KENTUCKY,"Light Commercial Truck, Diesel",VOC,,0.032
LOUISIANA,"Light Commercial Truck, Diesel",VOC,,0.015
MAINE,"Light Commercial Truck, Diesel",VOC,,0.048
MARYLAND,"Light Commercial Truck, Diesel",VOC,,0.034
MASSACHUSETTS,"Light Commercial Truck, Diesel",VOC,,0.045
MICHIGAN,"Light Commercial Truck, Diesel",VOC,,0.045
MINNESOTA,"Light Commercial Truck, Diesel",VOC,,0.050
MISSISSIPPI,"Light Commercial Truck, Diesel",VOC,,0.019
MISSOURI,"Light Commercial Truck, Diesel",VOC,,0.034
MONTANA,"Light Commercial Truck, Diesel",VOC,,0.048
NEBRASKA,"Light Commercial Truck, Diesel",VOC,,0.040
NEVADA,"Light Commercial Truck, Diesel",VOC,,0.022
NEW HAMPSHIRE,"Light Commercial Truck, Diesel",VOC,,0.047
NEW JERSEY,"Light Commercial Truck, Diesel",VOC,,0.038
NEW MEXICO,"Light Commercial Truck, Diesel",VOC,,0.030
NEW YORK,"Light Commercial Truck, Diesel",VOC,,0.043
NORTH CAROLINA,"Light Commercial Truck, Diesel",VOC,,0.027
NORTH DAKOTA,"Light Commercial Truck, Diesel",VOC,,0.052
OHIO,"Light Commercial Truck, Diesel",VOC,,0.041
OKLAHOMA,"Light Commercial Truck, Diesel",VOC,,0.025
OREGON,"Light Commercial Truck, Diesel",VOC,,0.040
PENNSYLVANIA,"Light Commercial Truck, Diesel",VOC,,0.040
RHODE ISLAND,"Light Commercial Truck, Diesel",VOC,,0.043
SOUTH CAROLINA,"Light Commercial Truck, Diesel",VOC,,0.022
SOUTH DAKOTA,"Light Commercial Truck, Diesel",VOC,,0.046
TENNESSEE,"Light Commercial Truck, Diesel",VOC,,0.029
TEXAS,"Light Commercial Truck, Diesel",VOC,,0.015
UTAH,"Light Commercial Truck, Diesel",VOC,,0.041
VERMONT,"Light Commercial Truck, Diesel",VOC,,0.048
VIRGINIA,"Light Commercial Truck, Diesel",VOC,,0.032
WASHINGTON,"Light Commercial Truck, Diesel",VOC,,0.043
WEST VIRGINIA,"Light Commercial Truck, Diesel",VOC,,0.036
WISCONSIN,"Light Commercial Truck, Diesel",VOC,,0.047
WYOMING,"Light Commercial Truck, Diesel",VOC,,0.049
ALABAMA,"Light Commercial Truck, Gasoline",VOC,,0.022
ALASKA,"Light Commercial Truck, Gasoline",VOC,,0.062
ARIZONA,"Light Commercial Truck, Gasoline",VOC,,0.020
ARKANSAS,"Light Commercial Truck, Gasoline",VOC,,0.026
CALIFORNIA,"Light Commercial Truck, Gasoline",VOC,,0.023
COLORADO,"Light Commercial Truck, Gasoline",VOC,,0.041
CONNECTICUT,"Light Commercial Truck, Gasoline",VOC,,0.039
DELAWARE,"Light Commercial Truck, Gasoline",VOC,,0.032
DISTRICT OF COLUMBIA,"Light Commercial Truck, Gasoline",VOC,,0.031
FLORIDA,"Light Commercial Truck, Gasoline",VOC,,0.017
GEORGIA,"Light Commercial Truck, Gasoline",VOC,,0.023
HAWAII,"Light Commercial Truck, Gasoline",VOC,,0.025
IDAHO,"Light Commercial Truck, Gasoline",VOC,,0.040
ILLINOIS,"Light Commercial Truck, Gasoline",VOC,,0.036
INDIANA,"Light Commercial Truck, Gasoline",VOC,,0.035
IOWA,"Light Commercial Truck, Gasoline",VOC,,0.039
KANSAS,"Light Commercial Truck, Gasoline",VOC,,0.033
KENTUCKY,"Light Commercial Truck, Gasoline",VOC,,0.030
LOUISIANA,"Light Commercial Truck, Gasoline",VOC,,0.019
MAINE,"Light Commercial Truck, Gasoline",VOC,,0.045
MARYLAND,"Light Commercial Truck, Gasoline",VOC,,0.032
MASSACHUSETTS,"Light Commercial Truck, Gasoline",VOC,,0.042
MICHIGAN,"Light Commercial Truck, Gasoline",VOC,,0.042
MINNESOTA,"Light Commercial Truck, Gasoline",VOC,,0.043
MISSISSIPPI,"Light Commercial Truck, Gasoline",VOC,,0.021
MISSOURI,"Light Commercial Truck, Gasoline",VOC,,0.033
MONTANA,"Light Commercial Truck, Gasoline",VOC,,0.045
NEBRASKA,"Light Commercial Truck, Gasoline",VOC,,0.038
NEVADA,"Light Commercial Truck, Gasoline",VOC,,0.032
NEW HAMPSHIRE,"Light Commercial Truck, Gasoline",VOC,,0.042
NEW JERSEY,"Light Commercial Truck, Gasoline",VOC,,0.034
NEW MEXICO,"Light Commercial Truck, Gasoline",VOC,,0.029
NEW YORK,"Light Commercial Truck, Gasoline",VOC,,0.039
NORTH CAROLINA,"Light Commercial Truck, Gasoline",VOC,,0.025
NORTH DAKOTA,"Light Commercial Truck, Gasoline",VOC,,0.047
OHIO,"Light Commercial Truck, Gasoline",VOC,,0.036
OKLAHOMA,"Light Commercial Truck, Gasoline",VOC,,0.026
OREGON,"Light Commercial Truck, Gasoline",VOC,,0.037
PENNSYLVANIA,"Light Commercial Truck, Gasoline",VOC,,0.036
RHODE ISLAND,"Light Commercial Truck, Gasoline",VOC,,0.040
SOUTH CAROLINA,"Light Commercial Truck, Gasoline",VOC,,0.022
SOUTH DAKOTA,"Light Commercial Truck, Gasoline",VOC,,0.041
TENNESSEE,"Light Commercial Truck, Gasoline",VOC,,0.027
TEXAS,"Light Commercial Truck, Gasoline",VOC,,0.021
UTAH,"Light Commercial Truck, Gasoline",VOC,,0.038
VERMONT,"Light Commercial Truck, Gasoline",VOC,,0.045
VIRGINIA,"Light Commercial Truck, Gasoline",VOC,,0.030
WASHINGTON,"Light Commercial Truck, Gasoline",VOC,,0.039
WEST VIRGINIA,"Light Commercial Truck, Gasoline",VOC,,0.032
WISCONSIN,"Light Commercial Truck, Gasoline",VOC,,0.041
WYOMING,"Light Commercial Truck, Gasoline",VOC,,0.046
ALABAMA,"Passenger Car, Diesel",VOC,,0.025
ALASKA,"Passenger Car, Diesel",VOC,,0.072
ARIZONA,"Passenger Car, Diesel",VOC,,0.014
ARKANSAS,"Passenger Car, Diesel",VOC,,0.029
CALIFORNIA,"Passenger Car, Diesel",VOC,,0.029
COLORADO,"Passenger Car, Diesel",VOC,,0.048
CONNECTICUT,"Passenger Car, Diesel",VOC,,0.047
DELAWARE,"Passenger Car, Diesel",VOC,,0.038
DISTRICT OF COLUMBIA,"Passenger Car, Diesel",VOC,,0.035
FLORIDA,"Passenger Car, Diesel",VOC,,0.013
GEORGIA,"Passenger Car, Diesel",VOC,,0.027
HAWAII,"Passenger Car, Diesel",VOC,,0.013
IDAHO,"Passenger Car, Diesel",VOC,,0.049
ILLINOIS,"Passenger Car, Diesel",VOC,,0.045
INDIANA,"Passenger Car, Diesel",VOC,,0.044
IOWA,"Passenger Car, Diesel",VOC,,0.048
KANSAS,"Passenger Car, Diesel",VOC,,0.038
KENTUCKY,"Passenger Car, Diesel",VOC,,0.038
LOUISIANA,"Passenger Car, Diesel",VOC,,0.019
MAINE,"Passenger Car, Diesel",VOC,,0.055
MARYLAND,"Passenger Car, Diesel",VOC,,0.039
MASSACHUSETTS,"Passenger Car, Diesel",VOC,,0.049
MICHIGAN,"Passenger Car, Diesel",VOC,,0.050
MINNESOTA,"Passenger Car, Diesel",VOC,,0.055
MISSISSIPPI,"Passenger Car, Diesel",VOC,,0.024
MISSOURI,"Passenger Car, Diesel",VOC,,0.039
MONTANA,"Passenger Car, Diesel",VOC,,0.055
NEBRASKA,"Passenger Car, Diesel",VOC,,0.046
NEVADA,"Passenger Car, Diesel",VOC,,0.026
NEW HAMPSHIRE,"Passenger Car, Diesel",VOC,,0.052
NEW JERSEY,"Passenger Car, Diesel",VOC,,0.042
NEW MEXICO,"Passenger Car, Diesel",VOC,,0.035
NEW YORK,"Passenger Car, Diesel",VOC,,0.048
NORTH CAROLINA,"Passenger Car, Diesel",VOC,,0.031
NORTH DAKOTA,"Passenger Car, Diesel",VOC,,0.059
OHIO,"Passenger Car, Diesel",VOC,,0.046
OKLAHOMA,"Passenger Car, Diesel",VOC,,0.030
OREGON,"Passenger Car, Diesel",VOC,,0.044
PENNSYLVANIA,"Passenger Car, Diesel",VOC,,0.045
RHODE ISLAND,"Passenger Car, Diesel",VOC,,0.048
SOUTH CAROLINA,"Passenger Car, Diesel",VOC,,0.026
SOUTH DAKOTA,"Passenger Car, Diesel",VOC,,0.053
TENNESSEE,"Passenger Car, Diesel",VOC,,0.033
TEXAS,"Passenger Car, Diesel",VOC,,0.019
UTAH,"Passenger Car, Diesel",VOC,,0.046
VERMONT,"Passenger Car, Diesel",VOC,,0.055
VIRGINIA,"Passenger Car, Diesel",VOC,,0.037
WASHINGTON,"Passenger Car, Diesel",VOC,,0.048
WEST VIRGINIA,"Passenger Car, Diesel",VOC,,0.042
WISCONSIN,"Passenger Car, Diesel",VOC,,0.053
WYOMING,"Passenger Car, Diesel",VOC,,0.056
ALABAMA,"Passenger Car, Gasoline",VOC,,0.020
ALASKA,"Passenger Car, Gasoline",VOC,,0.062
ARIZONA,"Passenger Car, Gasoline",VOC,,0.018
ARKANSAS,"Passenger Car, Gasoline",VOC,,0.024
CALIFORNIA,"Passenger Car, Gasoline",VOC,,0.022
COLORADO,"Passenger Car, Gasoline",VOC,,0.040
CONNECTICUT,"Passenger Car, Gasoline",VOC,,0.038
DELAWARE,"Passenger Car, Gasoline",VOC,,0.031
DISTRICT OF COLUMBIA,"Passenger Car, Gasoline",VOC,,0.028
FLORIDA,"Passenger Car, Gasoline",VOC,,0.015
GEORGIA,"Passenger Car, Gasoline",VOC,,0.022
HAWAII,"Passenger Car, Gasoline",VOC,,0.022
IDAHO,"Passenger Car, Gasoline",VOC,,0.039
ILLINOIS,"Passenger Car, Gasoline",VOC,,0.035
INDIANA,"Passenger Car, Gasoline",VOC,,0.034
IOWA,"Passenger Car, Gasoline",VOC,,0.039
KANSAS,"Passenger Car, Gasoline",VOC,,0.032
KENTUCKY,"Passenger Car, Gasoline",VOC,,0.029
LOUISIANA,"Passenger Car, Gasoline",VOC,,0.018
MAINE,"Passenger Car, Gasoline",VOC,,0.046
MARYLAND,"Passenger Car, Gasoline",VOC,,0.031
MASSACHUSETTS,"Passenger Car, Gasoline",VOC,,0.040
MICHIGAN,"Passenger Car, Gasoline",VOC,,0.041
MINNESOTA,"Passenger Car, Gasoline",VOC,,0.043
MISSISSIPPI,"Passenger Car, Gasoline",VOC,,0.020
MISSOURI,"Passenger Car, Gasoline",VOC,,0.032
MONTANA,"Passenger Car, Gasoline",VOC,,0.045
NEBRASKA,"Passenger Car, Gasoline",VOC,,0.038
NEVADA,"Passenger Car, Gasoline",VOC,,0.030
NEW HAMPSHIRE,"Passenger Car, Gasoline",VOC,,0.041
NEW JERSEY,"Passenger Car, Gasoline",VOC,,0.034
NEW MEXICO,"Passenger Car, Gasoline",VOC,,0.028
NEW YORK,"Passenger Car, Gasoline",VOC,,0.038
NORTH CAROLINA,"Passenger Car, Gasoline",VOC,,0.024
NORTH DAKOTA,"Passenger Car, Gasoline",VOC,,0.048
OHIO,"Passenger Car, Gasoline",VOC,,0.035
OKLAHOMA,"Passenger Car, Gasoline",VOC,,0.025
OREGON,"Passenger Car, Gasoline",VOC,,0.036
PENNSYLVANIA,"Passenger Car, Gasoline",VOC,,0.035
RHODE ISLAND,"Passenger Car, Gasoline",VOC,,0.039
SOUTH CAROLINA,"Passenger Car, Gasoline",VOC,,0.021
SOUTH DAKOTA,"Passenger Car, Gasoline",VOC,,0.041
TENNESSEE,"Passenger Car, Gasoline",VOC,,0.025
TEXAS,"Passenger Car, Gasoline",VOC,,0.019
UTAH,"Passenger Car, Gasoline",VOC,,0.037
VERMONT,"Passenger Car, Gasoline",VOC,,0.045
VIRGINIA,"Passenger Car, Gasoline",VOC,,0.029
WASHINGTON,"Passenger Car, Gasoline",VOC,,0.038
WEST VIRGINIA,"Passenger Car, Gasoline",VOC,,0.032
WISCONSIN,"Passenger Car, Gasoline",VOC,,0.041
WYOMING,"Passenger Car, Gasoline",VOC,,0.046
ALABAMA,"Passenger Truck, Diesel",VOC,,0.021
ALASKA,"Passenger Truck, Diesel",VOC,,0.064
ARIZONA,"Passenger Truck, Diesel",VOC,,0.011
ARKANSAS,"Passenger Truck, Diesel",VOC,,0.024
CALIFORNIA,"Passenger Truck, Diesel",VOC,,0.026
COLORADO,"Passenger Truck, Diesel",VOC,,0.043
CONNECTICUT,"Passenger Truck, Diesel",VOC,,0.045
DELAWARE,"Passenger Truck, Diesel",VOC,,0.034
DISTRICT OF COLUMBIA,"Passenger Truck, Diesel",VOC,,0.035
FLORIDA,"Passenger Truck, Diesel",VOC,,0.011
GEORGIA,"Passenger Truck, Diesel",VOC,,0.024
HAWAII,"Passenger Truck, Diesel",VOC,,0.011
IDAHO,"Passenger Truck, Diesel",VOC,,0.040
ILLINOIS,"Passenger Truck, Diesel",VOC,,0.041
INDIANA,"Passenger Truck, Diesel",VOC,,0.038
IOWA,"Passenger Truck, Diesel",VOC,,0.038
KANSAS,"Passenger Truck, Diesel",VOC,,0.032
KENTUCKY,"Passenger Truck, Diesel",VOC,,0.031
LOUISIANA,"Passenger Truck, Diesel",VOC,,0.015
MAINE,"Passenger Truck, Diesel",VOC,,0.043
MARYLAND,"Passenger Truck, Diesel",VOC,,0.036
MASSACHUSETTS,"Passenger Truck, Diesel",VOC,,0.048
MICHIGAN,"Passenger Truck, Diesel",VOC,,0.044
MINNESOTA,"Passenger Truck, Diesel",VOC,,0.047
MISSISSIPPI,"Passenger Truck, Diesel",VOC,,0.018
MISSOURI,"Passenger Truck, Diesel",VOC,,0.033
MONTANA,"Passenger Truck, Diesel",VOC,,0.043
NEBRASKA,"Passenger Truck, Diesel",VOC,,0.038
NEVADA,"Passenger Truck, Diesel",VOC,,0.022
NEW HAMPSHIRE,"Passenger Truck, Diesel",VOC,,0.045
NEW JERSEY,"Passenger Truck, Diesel",VOC,,0.040
NEW MEXICO,"Passenger Truck, Diesel",VOC,,0.028
NEW YORK,"Passenger Truck, Diesel",VOC,,0.044
NORTH CAROLINA,"Passenger Truck, Diesel",VOC,,0.027
NORTH DAKOTA,"Passenger Truck, Diesel",VOC,,0.046
OHIO,"Passenger Truck, Diesel",VOC,,0.040
OKLAHOMA,"Passenger Truck, Diesel",VOC,,0.024
OREGON,"Passenger Truck, Diesel",VOC,,0.038
PENNSYLVANIA,"Passenger Truck, Diesel",VOC,,0.040
RHODE ISLAND,"Passenger Truck, Diesel",VOC,,0.045
SOUTH CAROLINA,"Passenger Truck, Diesel",VOC,,0.021
SOUTH DAKOTA,"Passenger Truck, Diesel",VOC,,0.042
TENNESSEE,"Passenger Truck, Diesel",VOC,,0.029
TEXAS,"Passenger Truck, Diesel",VOC,,0.016
UTAH,"Passenger Truck, Diesel",VOC,,0.041
VERMONT,"Passenger Truck, Diesel",VOC,,0.043
VIRGINIA,"Passenger Truck, Diesel",VOC,,0.032
WASHINGTON,"Passenger Truck, Diesel",VOC,,0.043
WEST VIRGINIA,"Passenger Truck, Diesel",VOC,,0.034
WISCONSIN,"Passenger Truck, Diesel",VOC,,0.044
WYOMING,"Passenger Truck, Diesel",VOC,,0.044
ALABAMA,"Passenger Truck, Gasoline",VOC,,0.019
ALASKA,"Passenger Truck, Gasoline",VOC,,0.057
ARIZONA,"Passenger Truck, Gasoline",VOC,,0.018
ARKANSAS,"Passenger Truck, Gasoline",VOC,,0.022
CALIFORNIA,"Passenger Truck, Gasoline",VOC,,0.022
COLORADO,"Passenger Truck, Gasoline",VOC,,0.038
CONNECTICUT,"Passenger Truck, Gasoline",VOC,,0.038
DELAWARE,"Passenger Truck, Gasoline",VOC,,0.029
DISTRICT OF COLUMBIA,"Passenger Truck, Gasoline",VOC,,0.029
FLORIDA,"Passenger Truck, Gasoline",VOC,,0.015
GEORGIA,"Passenger Truck, Gasoline",VOC,,0.021
HAWAII,"Passenger Truck, Gasoline",VOC,,0.022
IDAHO,"Passenger Truck, Gasoline",VOC,,0.034
ILLINOIS,"Passenger Truck, Gasoline",VOC,,0.033
INDIANA,"Passenger Truck, Gasoline",VOC,,0.031
IOWA,"Passenger Truck, Gasoline",VOC,,0.034
KANSAS,"Passenger Truck, Gasoline",VOC,,0.029
KENTUCKY,"Passenger Truck, Gasoline",VOC,,0.026
LOUISIANA,"Passenger Truck, Gasoline",VOC,,0.017
MAINE,"Passenger Truck, Gasoline",VOC,,0.038
MARYLAND,"Passenger Truck, Gasoline",VOC,,0.031
MASSACHUSETTS,"Passenger Truck, Gasoline",VOC,,0.041
MICHIGAN,"Passenger Truck, Gasoline",VOC,,0.039
MINNESOTA,"Passenger Truck, Gasoline",VOC,,0.039
MISSISSIPPI,"Passenger Truck, Gasoline",VOC,,0.017
MISSOURI,"Passenger Truck, Gasoline",VOC,,0.029
MONTANA,"Passenger Truck, Gasoline",VOC,,0.038
NEBRASKA,"Passenger Truck, Gasoline",VOC,,0.033
NEVADA,"Passenger Truck, Gasoline",VOC,,0.029
NEW HAMPSHIRE,"Passenger Truck, Gasoline",VOC,,0.038
NEW JERSEY,"Passenger Truck, Gasoline",VOC,,0.034
NEW MEXICO,"Passenger Truck, Gasoline",VOC,,0.025
NEW YORK,"Passenger Truck, Gasoline",VOC,,0.038
NORTH CAROLINA,"Passenger Truck, Gasoline",VOC,,0.023
NORTH DAKOTA,"Passenger Truck, Gasoline",VOC,,0.040
OHIO,"Passenger Truck, Gasoline",VOC,,0.033
OKLAHOMA,"Passenger Truck, Gasoline",VOC,,0.022
OREGON,"Passenger Truck, Gasoline",VOC,,0.034
PENNSYLVANIA,"Passenger Truck, Gasoline",VOC,,0.033
RHODE ISLAND,"Passenger Truck, Gasoline",VOC,,0.039
SOUTH CAROLINA,"Passenger Truck, Gasoline",VOC,,0.019
SOUTH DAKOTA,"Passenger Truck, Gasoline",VOC,,0.034
TENNESSEE,"Passenger Truck, Gasoline",VOC,,0.024
TEXAS,"Passenger Truck, Gasoline",VOC,,0.018
UTAH,"Passenger Truck, Gasoline",VOC,,0.035
VERMONT,"Passenger Truck, Gasoline",VOC,,0.038
VIRGINIA,"Passenger Truck, Gasoline",VOC,,0.027
WASHINGTON,"Passenger Truck, Gasoline",VOC,,0.036
WEST VIRGINIA,"Passenger Truck, Gasoline",VOC,,0.028
WISCONSIN,"Passenger Truck, Gasoline",VOC,,0.036
WYOMING,"Passenger Truck, Gasoline",VOC,,0.039
ALABAMA,"Refuse Truck, Diesel",VOC,,0.038
ALASKA,"Refuse Truck, Diesel",VOC,,0.047
ARIZONA,"Refuse Truck, Diesel",VOC,,0.037
ARKANSAS,"Refuse Truck, Diesel",VOC,,0.037
CALIFORNIA,"Refuse Truck, Diesel",VOC,,0.040
COLORADO,"Refuse Truck, Diesel",VOC,,0.043
CONNECTICUT,"Refuse Truck, Diesel",VOC,,0.045
DELAWARE,"Refuse Truck, Diesel",VOC,,0.044
DISTRICT OF COLUMBIA,"Refuse Truck, Diesel",VOC,,0.056
FLORIDA,"Refuse Truck, Diesel",VOC,,0.039
GEORGIA,"Refuse Truck, Diesel",VOC,,0.040
HAWAII,"Refuse Truck, Diesel",VOC,,0.039
IDAHO,"Refuse Truck, Diesel",VOC,,0.040
ILLINOIS,"Refuse Truck, Diesel",VOC,,0.044
INDIANA,"Refuse Truck, Diesel",VOC,,0.042
IOWA,"Refuse Truck, Diesel",VOC,,0.039
KANSAS,"Refuse Truck, Diesel",VOC,,0.038
KENTUCKY,"Refuse Truck, Diesel",VOC,,0.038
LOUISIANA,"Refuse Truck, Diesel",VOC,,0.037
MAINE,"Refuse Truck, Diesel",VOC,,0.040
MARYLAND,"Refuse Truck, Diesel",VOC,,0.043
MASSACHUSETTS,"Refuse Truck, Diesel",VOC,,0.048
MICHIGAN,"Refuse Truck, Diesel",VOC,,0.044
MINNESOTA,"Refuse Truck, Diesel",VOC,,0.043
MISSISSIPPI,"Refuse Truck, Diesel",VOC,,0.035
MISSOURI,"Refuse Truck, Diesel",VOC,,0.037
MONTANA,"Refuse Truck, Diesel",VOC,,0.039
NEBRASKA,"Refuse Truck, Diesel",VOC,,0.039
NEVADA,"Refuse Truck, Diesel",VOC,,0.040
NEW HAMPSHIRE,"Refuse Truck, Diesel",VOC,,0.042
NEW JERSEY,"Refuse Truck, Diesel",VOC,,0.046
NEW MEXICO,"Refuse Truck, Diesel",VOC,,0.038
NEW YORK,"Refuse Truck, Diesel",VOC,,0.044
NORTH CAROLINA,"Refuse Truck, Diesel",VOC,,0.039
NORTH DAKOTA,"Refuse Truck, Diesel",VOC,,0.040
OHIO,"Refuse Truck, Diesel",VOC,,0.042
OKLAHOMA,"Refuse Truck, Diesel",VOC,,0.037
OREGON,"Refuse Truck, Diesel",VOC,,0.042
PENNSYLVANIA,"Refuse Truck, Diesel",VOC,,0.042
RHODE ISLAND,"Refuse Truck, Diesel",VOC,,0.046
SOUTH CAROLINA,"Refuse Truck, Diesel",VOC,,0.037
SOUTH DAKOTA,"Refuse Truck, Diesel",VOC,,0.038
TENNESSEE,"Refuse Truck, Diesel",VOC,,0.040
TEXAS,"Refuse Truck, Diesel",VOC,,0.037
UTAH,"Refuse Truck, Diesel",VOC,,0.042
VERMONT,"Refuse Truck, Diesel",VOC,,0.039
VIRGINIA,"Refuse Truck, Diesel",VOC,,0.040
WASHINGTON,"Refuse Truck, Diesel",VOC,,0.043
WEST VIRGINIA,"Refuse Truck, Diesel",VOC,,0.039
WISCONSIN,"Refuse Truck, Diesel",VOC,,0.041
WYOMING,"Refuse Truck, Diesel",VOC,,0.039
ALABAMA,"School Bus, Diesel",VOC,,0.024
ALASKA,"School Bus, Diesel",VOC,,0.055
ARIZONA,"School Bus, Diesel",VOC,,0.018
ARKANSAS,"School Bus, Diesel",VOC,,0.026
CALIFORNIA,"School Bus, Diesel",VOC,,0.030
COLORADO,"School Bus, Diesel",VOC,,0.041
CONNECTICUT,"School Bus, Diesel",VOC,,0.045
DELAWARE,"School Bus, Diesel",VOC,,0.036
DISTRICT OF COLUMBIA,"School Bus, Diesel",VOC,,0.043
FLORIDA,"School Bus, Diesel",VOC,,0.019
GEORGIA,"School Bus, Diesel",VOC,,0.028
HAWAII,"School Bus, Diesel",VOC,,0.019
IDAHO,"School Bus, Diesel",VOC,,0.037
ILLINOIS,"School Bus, Diesel",VOC,,0.041
INDIANA,"School Bus, Diesel",VOC,,0.037
IOWA,"School Bus, Diesel",VOC,,0.035
KANSAS,"School Bus, Diesel",VOC,,0.031
KENTUCKY,"School Bus, Diesel",VOC,,0.030
LOUISIANA,"School Bus, Diesel",VOC,,0.021
MAINE,"School Bus, Diesel",VOC,,0.038
MARYLAND,"School Bus, Diesel",VOC,,0.037
MASSACHUSETTS,"School Bus, Diesel",VOC,,0.049
MICHIGAN,"School Bus, Diesel",VOC,,0.043
MINNESOTA,"School Bus, Diesel",VOC,,0.043
MISSISSIPPI,"School Bus, Diesel",VOC,,0.022
MISSOURI,"School Bus, Diesel",VOC,,0.032
MONTANA,"School Bus, Diesel",VOC,,0.037
NEBRASKA,"School Bus, Diesel",VOC,,0.034
NEVADA,"School Bus, Diesel",VOC,,0.027
NEW HAMPSHIRE,"School Bus, Diesel",VOC,,0.042
NEW JERSEY,"School Bus, Diesel",VOC,,0.043
NEW MEXICO,"School Bus, Diesel",VOC,,0.029
NEW YORK,"School Bus, Diesel",VOC,,0.044
NORTH CAROLINA,"School Bus, Diesel",VOC,,0.029
NORTH DAKOTA,"School Bus, Diesel",VOC,,0.040
OHIO,"School Bus, Diesel",VOC,,0.039
OKLAHOMA,"School Bus, Diesel",VOC,,0.026
OREGON,"School Bus, Diesel",VOC,,0.037
PENNSYLVANIA,"School Bus, Diesel",VOC,,0.038
RHODE ISLAND,"School Bus, Diesel",VOC,,0.045
SOUTH CAROLINA,"School Bus, Diesel",VOC,,0.024
SOUTH DAKOTA,"School Bus, Diesel",VOC,,0.036
TENNESSEE,"School Bus, Diesel",VOC,,0.031
TEXAS,"School Bus, Diesel",VOC,,0.021
UTAH,"School Bus, Diesel",VOC,,0.039
VERMONT,"School Bus, Diesel",VOC,,0.037
VIRGINIA,"School Bus, Diesel",VOC,,0.032
WASHINGTON,"School Bus, Diesel",VOC,,0.041
WEST VIRGINIA,"School Bus, Diesel",VOC,,0.033
WISCONSIN,"School Bus, Diesel",VOC,,0.040
WYOMING,"School Bus, Diesel",VOC,,0.037
ALABAMA,"School Bus, Gasoline",VOC,,0.141
ALASKA,"School Bus, Gasoline",VOC,,0.132
ARIZONA,"School Bus, Gasoline",VOC,,0.170
ARKANSAS,"School Bus, Gasoline",VOC,,0.147
CALIFORNIA,"School Bus, Gasoline",VOC,,0.148
COLORADO,"School Bus, Gasoline",VOC,,0.167
CONNECTICUT,"School Bus, Gasoline",VOC,,0.182
DELAWARE,"School Bus, Gasoline",VOC,,0.165
DISTRICT OF COLUMBIA,"School Bus, Gasoline",VOC,,0.183
FLORIDA,"School Bus, Gasoline",VOC,,0.155
GEORGIA,"School Bus, Gasoline",VOC,,0.151
HAWAII,"School Bus, Gasoline",VOC,,0.218
IDAHO,"School Bus, Gasoline",VOC,,0.144
ILLINOIS,"School Bus, Gasoline",VOC,,0.160
INDIANA,"School Bus, Gasoline",VOC,,0.151
IOWA,"School Bus, Gasoline",VOC,,0.143
KANSAS,"School Bus, Gasoline",VOC,,0.152
KENTUCKY,"School Bus, Gasoline",VOC,,0.143
LOUISIANA,"School Bus, Gasoline",VOC,,0.144
MAINE,"School Bus, Gasoline",VOC,,0.142
MARYLAND,"School Bus, Gasoline",VOC,,0.172
MASSACHUSETTS,"School Bus, Gasoline",VOC,,0.187
MICHIGAN,"School Bus, Gasoline",VOC,,0.162
MINNESOTA,"School Bus, Gasoline",VOC,,0.143
MISSISSIPPI,"School Bus, Gasoline",VOC,,0.132
MISSOURI,"School Bus, Gasoline",VOC,,0.156
MONTANA,"School Bus, Gasoline",VOC,,0.137
NEBRASKA,"School Bus, Gasoline",VOC,,0.147
NEVADA,"School Bus, Gasoline",VOC,,0.208
NEW HAMPSHIRE,"School Bus, Gasoline",VOC,,0.155
NEW JERSEY,"School Bus, Gasoline",VOC,,0.183
NEW MEXICO,"School Bus, Gasoline",VOC,,0.145
NEW YORK,"School Bus, Gasoline",VOC,,0.171
NORTH CAROLINA,"School Bus, Gasoline",VOC,,0.148
NORTH DAKOTA,"School Bus, Gasoline",VOC,,0.130
OHIO,"School Bus, Gasoline",VOC,,0.157
OKLAHOMA,"School Bus, Gasoline",VOC,,0.146
OREGON,"School Bus, Gasoline",VOC,,0.157
PENNSYLVANIA,"School Bus, Gasoline",VOC,,0.155
RHODE ISLAND,"School Bus, Gasoline",VOC,,0.180
SOUTH CAROLINA,"School Bus, Gasoline",VOC,,0.140
SOUTH DAKOTA,"School Bus, Gasoline",VOC,,0.130
TENNESSEE,"School Bus, Gasoline",VOC,,0.151
